Food,Freq(Hz),Z(Ohm),PA,Time(m),R+,Fat,Cholesterol,Sodium,Potassium,Total carbohydrate,Protein,pH,ORP,Conductivity (100H),Conductivity (400H),Conductivity (10kH),Conductivity (100kH),DO (ppm),L,a*,b*
Cream,1778.51,237.793,-12.8781,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,1584.49,240.326,-14.0778,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,1412.76,243.487,-15.3817,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,1259.04,246.442,-16.7299,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,1121.63,250.331,-18.1669,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,999.95,254.315,-19.7277,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,891.184,259.258,-21.3502,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,794.163,264.764,-23.1251,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,707.867,271.466,-25.0297,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,630.984,278.973,-26.9205,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,562.189,286.718,-29.1019,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,501.303,296.314,-31.2025,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,446.614,307.275,-33.4922,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,398.209,319.825,-35.8389,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,354.821,334.322,-38.2517,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,316.113,351.043,-40.7168,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,281.926,370.124,-43.1761,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,251.185,392.135,-45.6645,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,223.946,417.211,-48.1151,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,199.495,446.056,-50.5364,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,177.836,478.783,-52.8702,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,158.533,516.04,-55.13,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,141.263,558.364,-57.3152,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,125.911,606.673,-59.3391,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,112.198,660.708,-61.2865,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,100.009,721.646,-63.1063,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,89.1164,790.461,-64.7804,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,79.4083,867.999,-66.3049,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,70.788,954.07,-67.7485,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,63.0971,1051.4,-68.9855,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,54.5476,1190.34,-70.3871,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,50.0083,1283.17,-71.1367,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,46.1675,1375.93,-71.8093,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,40.0059,1560.71,-72.8469,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,35.3046,1742.87,-73.6717,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,31.5793,1925.09,-74.2294,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,28.5748,2106.56,-74.6706,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,24.9911,2377.69,-75.0933,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,22.2195,2644.45,-75.4254,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,20.0011,2906.52,-75.7354,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,17.6486,3258.48,-75.7723,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,15.7934,3605.63,-75.5715,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,14.2828,3956.3,-75.446,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,12.5002,4463.92,-75.2077,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,11.323,4900.63,-74.6294,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,9.9987,5473.09,-74.444,0,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,100007,220.565,-0.105055,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,89134.1,219.383,-0.1149,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,79433.6,218.857,-0.255311,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,70800.8,218.418,-0.471932,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,63105.5,217.919,-0.440889,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,56243.5,217.698,-0.536467,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,50123.7,217.608,-0.720863,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,44681,217.577,-0.756887,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,39811.2,217.442,-0.857232,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,35488.3,217.195,-1.06034,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,31634.1,217.415,-1.15219,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,28173.1,217.357,-1.36393,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,25123.7,217.483,-1.44772,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,22389.3,217.71,-1.67782,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,19954.4,218.053,-1.78165,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,17778.2,218.039,-1.99624,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,15852.9,218.312,-2.1993,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,14122.3,218.807,-2.48832,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,12587.2,218.857,-2.69166,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,11221.1,219.153,-2.91378,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,9998.2,219.674,-3.26907,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,8912.76,219.888,-3.62795,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,7942.6,220.307,-3.79292,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,7078.05,220.876,-4.25841,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,6311.1,221.35,-4.59557,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,5622.14,222.02,-5.10493,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,5011.18,222.611,-5.67241,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,4465.21,223.38,-6.12075,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,3980.93,224.06,-6.78449,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,3548.18,225.139,-7.40858,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,3162.67,226.351,-8.14967,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,2819.01,227.399,-8.89716,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,2511.16,228.99,-9.7823,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,2238.63,230.345,-10.7744,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,1995.37,232.433,-11.7089,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,1778.51,234.96,-12.7951,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,1584.49,236.774,-13.9846,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,1412.76,239.56,-15.2736,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
Cream,1259.04,242.527,-16.698,5,1,0.333333333,0.001333333,0.000666667,0,0.066666667,0.066666667,6.508909091,9.054545455,0.005399216,0.002906179,0.002538677,0.002437798,0.0544,240.8376538,258.9980034,166.3201848
